Measurement Name :,20221026_SDR641_Plate9,,Generated On :,"26/10/2022, 12:03:43",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
26.10.22 11:59:46,24.08,104.49,68.81,69.82,32.56,103.39,71.55,76.95,64.37,99.85,54.89,62.58,64.66,105.4,60.62,72.57,69.1,91.08,66.38,76.45,51.68,97.77,60.55,57.8,56.88,,27,965,36,27.91,
26.10.22 12:00:01,24.33,104.19,68.54,69.82,32.3,103.54,71.29,76.95,64.24,99.85,54.48,61.9,64.53,105.4,60.36,72.17,69.1,90.94,66.24,76.31,51.26,97.62,59.72,57.28,56.3,,27,965,36,27.9,
26.10.22 12:00:16,24.58,104.19,68,69.55,31.66,103.39,70.63,76.67,63.97,99.56,54.06,61.09,64.26,105.4,59.97,72.03,68.57,90.66,65.82,75.91,50.84,97.02,59.44,56.76,55.54,,27,965,36,27.91,
26.10.22 12:00:31,24.83,104.19,67.74,69.15,31.41,103.39,70.23,76.53,64.11,99.71,53.51,60.96,63.99,105.26,59.71,71.76,68.44,90.51,65.68,75.78,50.41,97.17,59.17,56.37,55.34,,27,965,36,27.9,
26.10.22 12:00:46,25.08,104.04,67.74,69.01,31.03,103.09,69.97,76.53,64.11,99.71,53.24,60.42,63.99,105.55,59.19,71.76,68.17,90.37,65.68,75.51,49.85,97.02,58.76,55.98,54.96,,27,965,36,27.9,
26.10.22 12:01:01,25.33,104.34,67.6,69.01,30.9,103.39,69.57,76.53,64.24,99.71,53.1,60.28,63.86,105.55,59.19,71.9,68.17,90.37,65.41,75.24,49.57,97.02,58.76,55.59,54.58,,27,965,36,27.9,
26.10.22 12:01:16,25.58,104.04,67.07,68.74,30.39,103.09,69.44,76.25,64.11,99.41,52.41,59.74,63.19,105.4,58.8,71.63,67.77,90.23,65.27,74.83,49.02,96.73,58.35,55.07,54.2,,27,965,36,27.9,
26.10.22 12:01:31,25.83,103.89,66.8,68.34,30.01,103.24,68.91,76.25,64.11,99.26,52,59.34,62.79,105.26,58.54,71.09,67.5,89.81,64.99,74.7,48.74,96.58,58.35,54.56,53.81,,27,965,36,27.91,
26.10.22 12:01:46,26.08,104.04,66.53,68.21,29.63,102.94,68.91,76.12,64.11,99.26,51.58,59.07,62.39,105.26,58.28,71.22,67.37,89.81,64.72,74.43,48.32,96.28,57.94,54.04,53.24,,27,965,36,27.9,
26.10.22 12:02:01,26.33,104.04,66.4,68.21,29.25,103.24,68.78,75.98,64.37,99.41,51.31,58.81,62.39,105.55,58.28,71.09,67.37,89.53,64.86,74.3,48.04,96.28,57.94,53.66,53.05,,27,965,36,27.9,
26.10.22 12:02:16,26.58,104.04,66.13,67.94,28.87,103.24,68.39,75.84,63.97,99.41,50.76,58.4,62.12,105.4,58.02,70.82,66.84,89.67,64.72,74.03,47.48,95.99,57.8,53.27,52.67,,27,965,36,27.9,
26.10.22 12:02:31,26.83,103.89,65.87,67.67,28.49,102.94,68.26,75.98,63.84,99.26,50.35,58.14,61.45,105.26,57.89,70.55,66.7,89.24,64.31,73.9,47.21,95.69,57.53,52.76,52.67,,27,965,36,27.9,
26.10.22 12:02:46,27.08,103.74,65.33,67.53,28.11,102.94,67.86,75.56,63.44,98.97,50.08,57.6,61.05,105.11,57.64,70.41,66.44,88.96,63.89,73.49,46.51,95.55,57.25,52.12,52.1,,27,965,36,27.9,
26.10.22 12:03:01,27.33,103.74,65.47,67.4,27.6,102.8,67.73,75.7,63.44,99.12,49.8,57.34,60.79,105.11,57.51,70.41,66.31,89.1,63.76,73.23,46.23,95.55,57.25,51.73,51.72,,27,965,36,27.9,
26.10.22 12:03:16,27.58,103.74,65.33,67.4,27.35,102.94,67.6,75.84,63.17,99.12,49.53,57.07,60.52,105.26,57.38,70.28,66.17,88.82,63.48,73.09,45.96,95.4,56.98,51.48,51.72,,27,965,36,27.9,
